symbol	zacks	value	growth	momtum	vgm	industry	date
SBRA	3	C	D	F	D	REIT and Equity Trust - Other	2022-10-23
SBSI	3	C	D	A	C	Banks - Southwest	2022-10-23
SBSW	4	A	A	D	A	Mining - Miscellaneous	2022-10-23
SBT	2	C	F	D	F	Banks - Northeast	2022-10-23
SBTX	None	None	None	None	None	None	2022-10-23
SBUG	TimeoutError()
SBUX	TimeoutError()
SC	None	None	None	None	None	None	2022-10-23
SCAQW	TimeoutError()
SCCD	TimeoutError()
SCCO	3	C	C	D	C	Mining - Non Ferrous	2022-10-23
SCE-G	TimeoutError()
SCE-J	TimeoutError()
SCE-L	TimeoutError()
SCHA	TimeoutError()
SCHB	TimeoutError()
SCHD	TimeoutError()
SCHE	TimeoutError()
SCHG	TimeoutError()
SCHH	TimeoutError()
SCHI	TimeoutError()
SCHJ	TimeoutError()
SCHK	TimeoutError()
SCHL	None	None	None	None	None	None	2022-10-23
SCHM	TimeoutError()
SCHN	5	C	C	F	C	Steel - Producers	2022-10-23
SCHO	None	None	None	None	None	None	2022-10-23
SCHP	TimeoutError()
SCHQ	TimeoutError()
SCHR	TimeoutError()
SCHV	TimeoutError()
SCHW	3	C	F	A	D	Financial - Investment Bank	2022-10-23
SCHX	TimeoutError()
SCHY	TimeoutError()
SCHZ	TimeoutError()
SCI	TimeoutError()
SCJ	TimeoutError()
SCKT	None	None	None	None	None	None	2022-10-23
SCL	3	B	B	A	A	Chemical - Diversified	2022-10-23
SCLEU	TimeoutError()
SCM	3	D	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
SCO	TimeoutError()
SCOA	TimeoutError()
SCOAW	TimeoutError()
SCOBU	None	None	None	None	None	None	2022-10-23
SCOR	TimeoutError()
SCPH	3	F	C	A	D	Medical - Biomedical and Genetics	2022-10-23
SCPL	4	B	A	A	A	Gaming	2022-10-23
SCRD	TimeoutError()
SCSC	3	A	B	D	B	Industrial Services	2022-10-23
SCU	3	C	F	F	F	Financial - Investment Management	2022-10-23
SCVX=	None	None	None	None	None	None	2022-10-23
SCVX+	None	None	None	None	None	None	2022-10-23
SCWX	4	D	C	C	D	Computers - IT Services	2022-10-23
SCYX	3	F	F	A	F	Medical - Drugs	2022-10-23
SCZ	TimeoutError()
SDACU	TimeoutError()
SDC	2	F	C	D	F	Medical - Dental Supplies	2022-10-23
SDD	TimeoutError()
SDEF	TimeoutError()
SDEM	TimeoutError()
SDG	TimeoutError()
SDGA	TimeoutError()
SDGR	3	F	F	A	F	Medical Info Systems	2022-10-23
SDIG	3	D	B	D	D	Technology Services	2022-10-23
SDIV	TimeoutError()
SDOG	TimeoutError()
SDPI	TimeoutError()
SDVY	TimeoutError()
SDY	TimeoutError()
SE	TimeoutError()
SEAC	None	None	None	None	None	None	2022-10-23
SEAS	3	B	A	D	A	Leisure and Recreation Services	2022-10-23
SEAT	3	C	C	F	D	Technology Services	2022-10-23
SEDG	3	D	D	F	F	Solar	2022-10-23
SEE	4	B	B	D	B	Containers - Paper and Packaging	2022-10-23
SEEL	3	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
SEER	4	D	F	B	D	Medical - Biomedical and Genetics	2022-10-23
SEIC	5	D	C	B	C	Financial - Investment Management	2022-10-23
SELB	2	C	C	D	C	Medical - Biomedical and Genetics	2022-10-23
SEM	4	A	F	C	C	Medical - HMOs	2022-10-23
SEMR	3	F	F	C	F	Internet - Software	2022-10-23
SENS	TimeoutError()
SENT	TimeoutError()
SERA	3	F	C	A	D	Medical Services	2022-10-23
SESN	2	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
SEVN	TimeoutError()
SFBS	TimeoutError()
SFIG	TimeoutError()
SFIX	3	D	D	D	F	Retail - Apparel and Shoes	2022-10-23
SFL	3	B	B	C	B	Transportation - Shipping	2022-10-23
SFM	2	A	C	B	A	Food - Natural Foods Products	2022-10-23
SFNC	3	C	D	A	C	Banks - Southeast	2022-10-23
SFST	3	B	D	D	C	Banks - Southeast	2022-10-23
SFT	3	F	F	B	F	Internet - Commerce	2022-10-23
SG	2	F	D	A	D	Retail - Restaurants	2022-10-23
SGC	TimeoutError()
SGDJ	None	None	None	None	None	None	2022-10-23
SGEN	3	D	D	B	D	Medical - Biomedical and Genetics	2022-10-23
SGFY	2	D	B	F	D	Medical Info Systems	2022-10-23
SGG	TimeoutError()
SGH	5	A	B	B	A	Electronics - Semiconductors	2022-10-23
SGHT	3	F	C	F	F	Medical - Instruments	2022-10-23
SGII	None	None	None	None	None	None	2022-10-23
SGLB	None	None	None	None	None	None	2022-10-23
SGLY	None	None	None	None	None	None	2022-10-23
SGML	3	D	C	F	D	Electronics - Miscellaneous Products	2022-10-23
SGMO	3	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
SGMS	None	None	None	None	None	None	2022-10-23
SGOL	TimeoutError()
SGOV	TimeoutError()
SGRY	3	B	F	B	C	Medical Services	2022-10-23
SGTX	3	D	D	B	D	Medical - Drugs	2022-10-23
SHACU	TimeoutError()
SHAK	TimeoutError()
SHAP=	TimeoutError()
SHBI	3	B	B	C	B	Banks - Northeast	2022-10-23
SHC	4	A	B	B	A	Medical Services	2022-10-23
SHCAU	TimeoutError()
SHE	TimeoutError()
SHEN	3	F	F	D	F	Diversified Communication Services	2022-10-23
SHI	TimeoutError()
SHIP	None	None	None	None	None	None	2022-10-23
SHLS	4	F	F	A	F	Solar	2022-10-23
SHLX	3	A	A	A	A	Oil and Gas - Production Pipeline - MLB	2022-10-23
SHM	TimeoutError()
SHO	3	C	B	F	C	REIT and Equity Trust - Other	2022-10-23
SHOO	4	B	B	D	B	Shoes and Retail Apparel	2022-10-23
SHOP	3	D	D	B	D	Internet - Services	2022-10-23
SHPW	3	F	F	B	F	Technology Services	2022-10-23
SHQA	None	None	None	None	None	None	2022-10-23
SHUS	TimeoutError()
SHV	None	None	None	None	None	None	2022-10-23
SHW	3	C	C	D	C	Paints and Related Products	2022-10-23
SHY	TimeoutError()
SHYD	TimeoutError()
SHYF	4	B	F	C	D	Automotive - Original Equipment	2022-10-23
SHYG	TimeoutError()
SHYL	TimeoutError()
SI	3	B	A	D	A	Banks - Southwest	2022-10-23
SIBN	TimeoutError()
SID	4	C	F	F	F	Steel - Producers	2022-10-23
SIDU	3	F	F	B	F	Aerospace - Defense	2022-10-23
SIEN	TimeoutError()
SIFY	3	A	F	A	B	Internet - Services	2022-10-23
SIG	1	A	B	C	A	Retail - Jewelry	2022-10-23
SIGA	2	B	B	D	B	Medical - Drugs	2022-10-23
SIGI	3	B	D	D	C	Insurance - Property and Casualty	2022-10-23
SII	None	None	None	None	None	None	2022-10-23
SIJ	TimeoutError()
SILK	TimeoutError()
SILV	3	D	B	F	D	Mining - Miscellaneous	2022-10-23
SILX	TimeoutError()
SIMO	TimeoutError()
SIOX	TimeoutError()
SIRI	3	C	B	A	A	Broadcast Radio and Television	2022-10-23
SITC	3	C	C	D	C	REIT and Equity Trust - Retail	2022-10-23
SITE	3	B	A	C	B	Industrial Services	2022-10-23
SITM	2	D	B	F	D	Electronics - Miscellaneous Products	2022-10-23
SIVB	3	A	C	D	B	Banks - West	2022-10-23
SIVR	TimeoutError()
SIX	3	A	A	D	A	Leisure and Recreation Services	2022-10-23
SIXS	TimeoutError()
SJ	None	None	None	None	None	None	2022-10-23
SJI	2	C	D	C	D	Utility - Gas Distribution	2022-10-23
SJM	2	B	C	C	B	Food - Miscellaneous	2022-10-23
SJNK	TimeoutError()
SJR	TimeoutError()
SJW	3	C	D	B	C	Utility - Water Supply	2022-10-23
SKE	4	F	F	B	F	Oil and Gas - Exploration and Production - Canadian	2022-10-23
SKIL	TimeoutError()
SKIL+	None	None	None	None	None	None	2022-10-23
SKIN	2	D	F	C	F	Medical Services	2022-10-23
SKLZ	3	F	F	D	F	Gaming	2022-10-23
SKOR	TimeoutError()
SKT	2	C	B	F	B	REIT and Equity Trust - Retail	2022-10-23
SKX	TimeoutError()
SKY	3	B	A	A	A	Building Products - Mobile Homes and RV Builders	2022-10-23
SKYA	None	None	None	None	None	None	2022-10-23
SKYT	3	F	D	D	F	Electronics - Semiconductors	2022-10-23
SKYW	4	A	C	B	A	Transportation - Airline	2022-10-23
SKYY	TimeoutError()
SLAB	3	D	F	B	F	Semiconductor - Analog and Mixed	2022-10-23
SLAM	None	None	None	None	None	None	2022-10-23
SLB	2	C	B	A	B	Oil and Gas - Field Services	2022-10-23
SLCA	3	A	A	C	A	Mining - Miscellaneous	2022-10-23
SLDB	2	F	D	A	D	Medical - Biomedical and Genetics	2022-10-23
SLDPW	TimeoutError()
SLF	TimeoutError()
SLG	3	B	D	D	C	REIT and Equity Trust - Other	2022-10-23
SLG-I	TimeoutError()
SLGC	3	D	D	B	D	Technology Services	2022-10-23
SLGCW	TimeoutError()
SLGG	3	F	D	D	F	Gaming	2022-10-23
SLGL	3	D	C	B	D	Medical - Generic Drugs	2022-10-23
SLGN	3	B	D	F	D	Containers - Metal and Glass	2022-10-23
SLHG	None	None	None	None	None	None	2022-10-23
SLI	3	D	B	B	B	Alternative Energy - Other	2022-10-23
SLM	3	C	F	D	F	Financial - Consumer Loans	2022-10-23
SLN	3	F	F	C	F	Medical - Drugs	2022-10-23
SLNG	None	None	None	None	None	None	2022-10-23
SLNHP	TimeoutError()
SLNO	3	D	C	F	F	Medical - Drugs	2022-10-23
SLP	1	F	C	C	D	Computer - Software	2022-10-23
SLQD	TimeoutError()
SLQT	None	None	None	None	None	None	2022-10-23
SLRC	4	D	D	A	D	Financial - SBIC & Commercial Industry	2022-10-23
SLRX	2	F	D	A	F	Medical - Drugs	2022-10-23
SLS	3	F	B	C	D	Medical - Biomedical and Genetics	2022-10-23
SLV	TimeoutError()
SLVM	3	A	A	C	A	Paper and Related Products	2022-10-23
SLVO	TimeoutError()
SLVRU	TimeoutError()
SLVRW	TimeoutError()
SLY	TimeoutError()
SLYG	TimeoutError()
SLYV	TimeoutError()
SM	TimeoutError()
SMAP	None	None	None	None	None	None	2022-10-23
SMAPU	TimeoutError()
SMAPW	TimeoutError()
SMAR	3	F	A	C	C	Internet - Software	2022-10-23
SMB	TimeoutError()
SMBC	3	B	D	C	C	Financial - Savings and Loan	2022-10-23
SMBK	2	D	C	B	D	Banks - Northeast	2022-10-23
SMCI	2	B	B	C	B	Computer- Storage Devices	2022-10-23
SMDD	TimeoutError()
SMDV	TimeoutError()
SMDY	TimeoutError()
SMED	TimeoutError()
SMFG	5	D	D	A	D	Banks - Foreign	2022-10-23
SMFR	3	F	F	F	F	Medical Info Systems	2022-10-23
SMG	TimeoutError()
SMH	TimeoutError()
SMIHU	TimeoutError()
SMIN	TimeoutError()
SMLE	TimeoutError()
SMLF	TimeoutError()
SMLP	None	None	None	None	None	None	2022-10-23
SMLR	3	C	F	A	C	Medical - Instruments	2022-10-23
SMM	TimeoutError()
SMMD	TimeoutError()
SMMF	3	B	D	B	B	Banks - Southeast	2022-10-23
SMMU	TimeoutError()
SMMV	TimeoutError()
SMP	5	C	F	B	D	Automotive - Replacement Parts	2022-10-23
SMPL	TimeoutError()
SMRT	3	F	B	F	D	Technology Services	2022-10-23
SMSI	3	F	F	A	F	Computer - Software	2022-10-23
SMTC	5	C	A	A	A	Semiconductor - Analog and Mixed	2022-10-23
SMTI	3	D	B	F	D	Medical - Products	2022-10-23
SMTS	3	A	C	A	A	Mining - Miscellaneous	2022-10-23
SMWB	3	F	C	B	D	Internet - Content	2022-10-23
SNA	2	C	D	A	C	Tools - Handheld	2022-10-23
SNAP	2	F	C	A	D	Internet - Software	2022-10-23
SNAX	3	F	B	C	D	Food - Miscellaneous	2022-10-23
SNBR	3	A	C	B	A	Furniture	2022-10-23
SNCE	TimeoutError()
SNCR	2	A	A	B	A	Internet - Software	2022-10-23
SNCRL	TimeoutError()
SNCY	4	B	B	A	A	Transportation - Airline	2022-10-23
SND	3	B	A	A	A	Oil and Gas - Field Services	2022-10-23
SNDL	TimeoutError()
SNDR	3	A	A	C	A	Transportation - Services	2022-10-23
SNDX	3	D	F	C	F	Medical - Biomedical and Genetics	2022-10-23
SNEX	2	C	D	C	C	Financial - Miscellaneous Services	2022-10-23
SNII+	None	None	None	None	None	None	2022-10-23
SNN	TimeoutError()
SNOW	3	F	C	C	D	Internet - Software	2022-10-23
SNP	4	A	A	A	A	Oil and Gas - Integrated - Emerging Markets	2022-10-23
SNPE	TimeoutError()
SNPO	4	C	B	F	C	Electronics - Miscellaneous Components	2022-10-23
SNPS	4	F	B	B	C	Computer - Software	2022-10-23
SNSE	TimeoutError()
SNV	TimeoutError()
SNV-E	TimeoutError()
SNX	4	B	D	D	D	Business - Software Services	2022-10-23
SNY	TimeoutError()
SO	3	C	C	B	C	Utility - Electric Power	2022-10-23
SOCL	TimeoutError()
SOFI	2	F	F	D	F	Technology Services	2022-10-23
SOGU	TimeoutError()
SOHO	2	B	D	F	D	REIT and Equity Trust - Other	2022-10-23
SOHON	TimeoutError()
SOHU	2	F	F	B	F	Internet - Services	2022-10-23
SOI	3	C	A	A	A	Oil and Gas - Field Services	2022-10-23
SOL	3	C	F	B	D	Solar	2022-10-23
SOLO	3	F	F	B	F	Automotive - Foreign	2022-10-23
SON	3	B	D	D	C	Containers - Paper and Packaging	2022-10-23
SONM	None	None	None	None	None	None	2022-10-23
SONN	3	F	C	F	F	Medical - Biomedical and Genetics	2022-10-23
SONO	4	C	B	C	B	Audio Video Production	2022-10-23
SONX	2	F	D	B	F	Medical Info Systems	2022-10-23
SONY	3	B	D	B	B	Audio Video Production	2022-10-23
SOPH	TimeoutError()
SOTK	3	F	F	F	F	Electronics - Semiconductors	2022-10-23
SOVO	3	C	A	B	B	Food - Natural Foods Products	2022-10-23
SOXL	TimeoutError()
SOXX	TimeoutError()
SOYB	TimeoutError()
SP	TimeoutError()
SPAB	TimeoutError()
SPAK	TimeoutError()
SPAQ	None	None	None	None	None	None	2022-10-23
SPB	5	D	F	F	F	Consumer Products - Discretionary	2022-10-23
SPBO	TimeoutError()
SPC	TimeoutError()
SPCB	3	C	D	B	D	Security and Safety Services	2022-10-23
SPCE	3	F	F	B	F	Aerospace - Defense	2022-10-23
SPDW	TimeoutError()
SPEM	TimeoutError()
SPEU	TimeoutError()
SPFI	1	B	B	C	B	Banks - Southeast	2022-10-23
SPG	4	D	B	A	B	REIT and Equity Trust - Retail	2022-10-23
SPG-J	TimeoutError()
SPGI	4	D	F	F	F	Business - Information Services	2022-10-23
SPGM	TimeoutError()
SPGP	TimeoutError()
SPH	None	None	None	None	None	None	2022-10-23
SPHY	TimeoutError()
SPIB	TimeoutError()
SPIP	TimeoutError()
SPIR	TimeoutError()
SPK	None	None	None	None	None	None	2022-10-23
SPKAU	TimeoutError()
SPLB	TimeoutError()
SPLG	TimeoutError()
SPLK	TimeoutError()
SPLP-A	TimeoutError()
SPLV	TimeoutError()
SPMD	TimeoutError()
SPMO	TimeoutError()
SPNE	3	C	C	B	C	Medical - Instruments	2022-10-23
SPNS	3	B	B	C	B	Computer - Software	2022-10-23
SPOT	3	C	D	F	D	Technology Services	2022-10-23
SPPI	3	F	B	F	D	Medical - Drugs	2022-10-23
SPPP	TimeoutError()
SPQQ	None	None	None	None	None	None	2022-10-23
SPR	3	D	F	F	F	Aerospace - Defense Equipment	2022-10-23
SPRB	2	D	D	A	D	Medical - Biomedical and Genetics	2022-10-23
SPRC	None	None	None	None	None	None	2022-10-23
SPRO	4	F	D	C	F	Medical - Biomedical and Genetics	2022-10-23
SPSB	TimeoutError()
SPSC	4	F	A	B	B	Business - Services	2022-10-23
SPSM	TimeoutError()
SPT	3	F	B	C	D	Internet - Services	2022-10-23
SPTI	TimeoutError()
SPTL	TimeoutError()
SPTM	TimeoutError()
SPTN	2	A	A	D	A	Food - Natural Foods Products	2022-10-23
SPTS	TimeoutError()
SPUS	TimeoutError()
SPVM	TimeoutError()
SPVU	TimeoutError()
SPWH	TimeoutError()
SPWR	5	F	C	A	C	Solar	2022-10-23
SPXC	2	C	F	B	D	Technology Services	2022-10-23
SPXE	TimeoutError()
SPXN	TimeoutError()
SPXT	TimeoutError()
SPXU	TimeoutError()
SPXV	TimeoutError()
SPXZ	None	None	None	None	None	None	2022-10-23
SPY	TimeoutError()
SPYC	TimeoutError()
SPYD	TimeoutError()
SPYG	TimeoutError()
SPYV	TimeoutError()
SPYX	TimeoutError()
SQ	3	C	C	F	D	Technology Services	2022-10-23
SQM	1	B	A	F	B	Fertilizers	2022-10-23
SQNS	TimeoutError()
SQSP	3	D	A	B	B	Internet - Software and Services	2022-10-23
SR	3	C	F	A	C	Utility - Gas Distribution	2022-10-23
SR-A	TimeoutError()
SRAD	3	F	A	D	C	Leisure and Recreation Products	2022-10-23
SRAX	3	C	B	D	C	Technology Services	2022-10-23
SRC	4	D	B	A	B	REIT and Equity Trust - Residential	2022-10-23
SRCE	3	C	F	C	D	Banks - Midwest	2022-10-23
SRCL	3	B	D	B	C	Waste Removal Services	2022-10-23
SRDX	3	C	F	B	D	Medical - Products	2022-10-23
SRE	3	C	C	A	C	Utility - Gas Distribution	2022-10-23
SRGA	None	None	None	None	None	None	2022-10-23
SRI	4	D	D	D	F	Electronics - Miscellaneous Components	2022-10-23
SRLP	None	None	None	None	None	None	2022-10-23
SRNE	3	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
SRPT	TimeoutError()
SRRA	None	None	None	None	None	None	2022-10-23
SRRK	3	C	F	F	F	Medical - Biomedical and Genetics	2022-10-23
SRS	TimeoutError()
SRSA	None	None	None	None	None	None	2022-10-23
SRSAW	TimeoutError()
SRT	2	A	F	D	C	Outsourcing	2022-10-23
SRTS	3	C	B	D	C	Medical - Instruments	2022-10-23
SRTY	TimeoutError()
SRVR	TimeoutError()
SRZN	3	F	B	C	C	Medical - Drugs	2022-10-23
SSAA	None	None	None	None	None	None	2022-10-23
SSB	2	C	F	D	F	Banks - Southeast	2022-10-23
SSBK	2	B	F	C	D	Banks - Southeast	2022-10-23
SSD	3	B	A	B	A	Building Products - Miscellaneous	2022-10-23
SSKN	3	B	D	D	C	Medical Info Systems	2022-10-23
SSL	4	A	A	B	A	Oil and Gas - Integrated - International	2022-10-23
SSLY	TimeoutError()
SSNC	3	B	D	B	B	Computer - Software	2022-10-23
SSO	TimeoutError()
SSP	3	A	C	D	A	Broadcast Radio and Television	2022-10-23
SSPY	TimeoutError()
SSRM	3	B	D	F	D	Mining - Miscellaneous	2022-10-23
SSSSL	TimeoutError()
SSTI	TimeoutError()
SSTK	3	B	A	A	A	Internet - Content	2022-10-23
SSYS	TimeoutError()
ST	3	B	C	C	B	Instruments - Control	2022-10-23
STAA	2	D	B	B	C	Medical - Dental Supplies	2022-10-23
STAF	4	C	A	B	B	Staffing Firms	2022-10-23
STAG	3	D	C	C	D	REIT and Equity Trust - Other	2022-10-23
STAR	None	None	None	None	None	None	2022-10-23
STAR-D	None	None	None	None	None	None	2022-10-23
STBA	1	C	C	A	C	Banks - Northeast	2022-10-23
STC	2	A	B	B	A	Insurance - Property and Casualty	2022-10-23
STE	3	B	B	C	B	Medical - Instruments	2022-10-23
STEP	3	C	C	C	C	Financial - Miscellaneous Services	2022-10-23
STER	3	C	A	F	B	Technology Services	2022-10-23
STFC	None	None	None	None	None	None	2022-10-23
STIM	3	F	C	D	D	Medical - Instruments	2022-10-23
STK	None	None	None	None	None	None	2022-10-23
STKL	3	B	D	C	C	Food - Miscellaneous	2022-10-23
STKS	2	A	A	C	A	Retail - Restaurants	2022-10-23
STL	None	None	None	None	None	None	2022-10-23
STLA	3	A	A	B	A	Automotive - Foreign	2022-10-23
STLD	3	A	A	A	A	Steel - Producers	2022-10-23
STM	3	B	A	B	A	Semiconductor - General	2022-10-23
STN	4	C	C	D	C	Consulting Services	2022-10-23
STNC	TimeoutError()
STNE	4	C	D	B	D	Internet - Software	2022-10-23
STNG	TimeoutError()
STOK	TimeoutError()
STOR	2	D	C	F	D	REIT and Equity Trust - Retail	2022-10-23
STRA	3	B	F	D	D	Schools	2022-10-23
STRC	3	F	D	A	F	Industrial Services	2022-10-23
STRE+	None	None	None	None	None	None	2022-10-23
STRL	TimeoutError()
STRN	None	None	None	None	None	None	2022-10-23
STRNW	TimeoutError()
STRO	1	F	C	C	D	Medical - Biomedical and Genetics	2022-10-23
STRR	3	B	A	B	A	Diversified Operations	2022-10-23
STRT	5	A	A	F	A	Automotive - Original Equipment	2022-10-23
STSA	TimeoutError()
STT	5	F	F	A	F	Banks - Major Regional	2022-10-23
STTK	3	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
STVN	3	C	B	B	B	Medical - Drugs	2022-10-23
STWD	3	D	D	F	F	REIT and Equity Trust	2022-10-23
STX	5	C	D	F	D	Technology Services	2022-10-23
STXB	None	None	None	None	None	None	2022-10-23
STXS	3	D	C	C	D	Medical - Instruments	2022-10-23
STZ	2	C	B	D	C	Beverages - Alcohol	2022-10-23
SU	3	A	A	D	A	Oil and Gas - Integrated - Canadian	2022-10-23
SUB	TimeoutError()
SUBS	TimeoutError()
SUI	TimeoutError()
SUM	2	B	B	F	C	Building Products - Concrete and Aggregates	2022-10-23
SUMO	4	F	C	D	F	Internet - Software	2022-10-23
SUMR	None	None	None	None	None	None	2022-10-23
SUN	TimeoutError()
SUNL	TimeoutError()
SUNS	None	None	None	None	None	None	2022-10-23
SUNW	3	D	C	C	D	Solar	2022-10-23
SUPN	4	B	C	D	B	Medical - Generic Drugs	2022-10-23
SUPV	3	B	F	F	D	Banks - Foreign	2022-10-23
SURF	3	D	B	A	B	Medical - Products	2022-10-23
SURG	None	None	None	None	None	None	2022-10-23
SUSA	TimeoutError()
SUSB	TimeoutError()
SUSC	TimeoutError()
SUSL	TimeoutError()
SVC	4	B	A	C	A	REIT and Equity Trust - Other	2022-10-23
SVFAU	TimeoutError()
SVM	3	A	A	F	A	Mining - Miscellaneous	2022-10-23
SVRA	3	F	D	A	F	Medical - Drugs	2022-10-23
SVVC	TimeoutError()
SVXY	TimeoutError()
SWAV	1	F	A	F	C	Medical - Instruments	2022-10-23
SWBI	3	A	B	C	A	Leisure and Recreation Products	2022-10-23
SWCH	3	D	F	C	F	Technology Services	2022-10-23
SWI	3	B	C	C	B	Internet - Software	2022-10-23
SWIM	5	C	B	D	B	Building Products - Miscellaneous	2022-10-23
SWIR	TimeoutError()
SWK	3	B	F	C	D	Manufacturing - Tools & Related Products	2022-10-23
SWKH	None	None	None	None	None	None	2022-10-23
SWKS	3	A	C	B	B	Semiconductors - Radio Frequency	2022-10-23
SWN	2	A	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
SWSSU	TimeoutError()
SWSSW	TimeoutError()
SWTX	2	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
SWX	4	C	C	B	C	Utility - Gas Distribution	2022-10-23
SXC	3	A	B	D	A	Coal	2022-10-23
SXI	2	B	A	B	A	Manufacturing - General Industrial	2022-10-23
SYBT	1	F	F	C	F	Banks - Southeast	2022-10-23
SYBX	3	F	C	A	C	Medical - Biomedical and Genetics	2022-10-23
SYF	3	A	D	A	B	Financial - Miscellaneous Services	2022-10-23
SYF-A	TimeoutError()
SYK	4	D	C	D	D	Medical - Products	2022-10-23
SYLD	TimeoutError()
SYNA	4	B	A	B	A	Electronics - Semiconductors	2022-10-23
SYNH	3	A	B	F	B	Medical Info Systems	2022-10-23
SYNL	None	None	None	None	None	None	2022-10-23
SYRS	2	D	F	C	F	Medical - Biomedical and Genetics	2022-10-23
SYUS	TimeoutError()
SYY	TimeoutError()
SZNE	TimeoutError()
T	3	A	D	A	B	Wireless National	2022-10-23
TA	1	A	A	D	A	Retail - Convenience Stores	2022-10-23
TAC	2	B	F	D	D	Utility - Electric Power	2022-10-23
TACO	None	None	None	None	None	None	2022-10-23
TACT	3	F	F	B	F	Computer - Peripheral Equipment	2022-10-23
TAGG	TimeoutError()
TAGS	None	None	None	None	None	None	2022-10-23
TAK	3	A	B	A	A	Medical - Drugs	2022-10-23
TAL	3	D	B	F	D	Schools	2022-10-23
TALK	2	C	D	D	D	Medical Info Systems	2022-10-23
TALO	2	A	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
TALS	4	F	D	A	D	Medical - Drugs	2022-10-23
TAN	TimeoutError()
TANNI	TimeoutError()
TANNL	TimeoutError()
TAOP	None	None	None	None	None	None	2022-10-23
TAP	TimeoutError()
TAP.A	TimeoutError()
TARA	TimeoutError()
TARO	3	B	F	D	D	Medical - Drugs	2022-10-23
TARS	2	F	C	C	D	Medical - Biomedical and Genetics	2022-10-23
TASK	TimeoutError()
TAST	3	A	D	B	B	Retail - Restaurants	2022-10-23
TAXF	TimeoutError()
TBBK	TimeoutError()
TBK	4	C	F	C	D	Banks - Southeast	2022-10-23
TBLA	2	A	B	B	A	Computers - IT Services	2022-10-23
TBLD	TimeoutError()
TBLT	TimeoutError()
TBLTW	TimeoutError()
TBNK	TimeoutError()
TBPH	3	F	B	F	D	Medical - Drugs	2022-10-23
TBSAU	TimeoutError()
TCBI	3	B	F	D	D	Banks - Southwest	2022-10-23
TCBK	3	C	F	B	D	Banks - West	2022-10-23
TCBX	5	F	F	B	F	Banks - Southeast	2022-10-23
TCDA	3	D	A	A	B	Medical - Drugs	2022-10-23
TCFC	None	None	None	None	None	None	2022-10-23
TCMD	3	C	A	C	A	Medical - Instruments	2022-10-23
TCN	1	D	D	C	D	Real Estate - Operations	2022-10-23
TCOM	1	D	F	B	F	Leisure and Recreation Services	2022-10-23
TCON	3	F	B	B	C	Medical - Biomedical and Genetics	2022-10-23
TCPC	3	C	B	C	B	Financial - SBIC & Commercial Industry	2022-10-23
TCRR	3	D	D	C	D	Medical - Drugs	2022-10-23
TCRX	3	F	D	A	D	Medical - Biomedical and Genetics	2022-10-23
TCS	3	A	D	B	A	Consumer Products - Discretionary	2022-10-23
TCVA	None	None	None	None	None	None	2022-10-23
TD	3	C	D	D	D	Banks - Foreign	2022-10-23
TDC	3	B	A	A	A	Computer- Storage Devices	2022-10-23
TDF	TimeoutError()
TDG	5	F	C	C	D	Aerospace - Defense Equipment	2022-10-23
TDOC	3	C	A	F	B	Medical Services	2022-10-23
TDS	2	A	C	C	A	Wireline - National	2022-10-23
TDS-V	TimeoutError()
TDSC	TimeoutError()
TDSE	TimeoutError()
TDUP	3	F	D	A	D	Consumer Products - Staples	2022-10-23
TDV	TimeoutError()
TDW+B	None	None	None	None	None	None	2022-10-23
TDY	3	C	D	B	C	Aerospace - Defense Equipment	2022-10-23
TEAM	3	C	B	A	A	Internet - Software	2022-10-23
TECH	3	C	A	C	B	Medical - Biomedical and Genetics	2022-10-23
TECK	2	A	A	F	A	Mining - Miscellaneous	2022-10-23
TECL	TimeoutError()
TEDU	None	None	None	None	None	None	2022-10-23
TEF	3	A	C	A	A	Diversified Communication Services	2022-10-23
TEKKW	TimeoutError()
TEL	TimeoutError()
TELA	2	D	D	F	F	Medical - Biomedical and Genetics	2022-10-23
TELL	2	F	D	B	F	Oil and Gas - Refining and Marketing	2022-10-23
TEN	3	A	D	C	B	Automotive - Original Equipment	2022-10-23
TENB	3	D	B	C	C	Internet - Software	2022-10-23
TEO	TimeoutError()
TER	3	C	F	C	D	Electronics - Testing Equipment	2022-10-23
TERN	4	F	F	B	F	Medical - Biomedical and Genetics	2022-10-23
TESS	2	B	C	C	B	Communication - Components	2022-10-23
TEVA	4	A	B	C	A	Medical - Generic Drugs	2022-10-23
TEX	3	A	C	D	B	Manufacturing - Construction and Mining	2022-10-23
TFC	3	B	C	D	B	Banks - Major Regional	2022-10-23
TFFP	2	F	F	C	F	Medical - Biomedical and Genetics	2022-10-23
TFI	TimeoutError()
TFII	3	B	A	A	A	Transportation - Services	2022-10-23
TFLO	None	None	None	None	None	None	2022-10-23
